,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.6509999999999999,3.0,18.0,0.0
18,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.5,0.075,0.0,6.0,89.0,0.0
19,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.42,0.0,0.0,0.0,0.0,0.187,0.0,74.0,493.0,1.0
20,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.18100000000000002,0.0,7.0,22.0,0.0
21,0.42,0.14,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.14,0.14,0.0,0.0,3.12,0.0,0.0,0.0,17.0,333.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,1.5430000000000001,0.0,6.0,25.0,1.0
24,0.36,0.72,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.72,0.0,0.0,1.09,1.09,0.0,0.0,7.0,110.0,0.0
25,0.24,0.31,0.0,0.04,0.22,0.02,0.0,0.0,0.02,0.08,0.06,0.0,0.0,0.44,0.47,0.0,0.006,52.0,2078.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,3.33,2.66,0.0,0.0,0.0,0.0,0.11699999999999999,0.0,17.0,97.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,1.4580000000000002,0.0,2.0,16.0,0.0
28,0.7,0.35,0.7,0.0,0.7,0.0,0.0,1.05,0.0,3.16,1.4,0.0,1.05,0.0,0.0,0.23,0.0,60.0,262.0,1.0
29,0.38,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.16,0.38,0.0,0.0,0.77,0.77,0.0,0.0,34.0,127.0,0.0
30,3.22,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,2.15,2.15,1.07,1.07,0.0,0.0,2.395,0.598,295.0,329.0,1.0
31,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112,0.0,11.0,43.0,1.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
33,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,0.72,0.0,0.0,0.7290000000000001,0.121,32.0,249.0,1.0
34,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.9,0.0,0.0,0.0,0.0,0.281,0.0,13.0,76.0,0.0
35,0.36,0.6,0.6,0.0,0.6,0.12,0.12,0.0,0.0,1.33,0.6,0.48,0.12,0.0,0.0,0.23399999999999999,0.23399999999999999,39.0,746.0,1.0
36,0.29,0.0,0.0,1.46,0.0,0.0,0.58,2.04,0.29,2.04,1.46,0.0,0.0,0.0,0.0,0.42,0.046,34.0,234.0,1.0
37,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.44,0.0,0.0,1.76,1.32,0.0,0.0,13.0,133.0,0.0
38,0.17,0.0,0.0,0.35,0.0,0.0,0.0,1.95,0.0,0.17,0.0,0.0,0.0,0.35,0.17,0.0,0.0,14.0,237.0,0.0
39,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.185,0.0,22.0,56.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0
41,0.58,0.29,0.09,0.0,0.38,0.29,0.0,0.19,0.0,0.77,0.67,0.09,0.0,0.0,0.0,0.5589999999999999,0.047,23.0,432.0,1.0
42,1.45,0.34,0.05,0.05,0.05,0.05,0.0,0.69,0.05,4.24,1.04,0.75,0.05,0.0,0.0,0.02,0.163,12.0,460.0,1.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.217,0.0,14.0,67.0,0.0
45,1.44,0.0,0.0,0.41,0.41,0.0,0.2,0.41,0.0,2.69,2.48,0.0,0.0,0.0,0.0,0.996,0.106,116.0,384.0,1.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.24,0.72,0.72,0.0,0.0,1.69,0.0,0.0,0.0,87.0,285.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,2.0,7.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546,0.0,4.0,16.0,0.0
49,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,379.0,1.0
50,1.35,0.67,0.16,0.33,0.0,0.0,1.52,0.33,0.16,2.88,2.37,0.0,0.0,0.0,0.0,0.027999999999999997,0.084,40.0,532.0,1.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0
52,0.19,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.38,0.0,0.0,0.0,0.38,0.0,0.022000000000000002,0.044000000000000004,21.0,403.0,0.0
53,0.0,0.0,2.94,1.47,1.47,1.47,0.0,2.94,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.425,0.141,279.0,280.0,1.0
54,0.39,0.09,0.09,0.0,0.19,0.39,0.87,0.19,0.0,1.66,1.66,0.39,0.19,0.0,0.0,0.318,0.151,494.0,1458.0,1.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.49700000000000005,0.0,10.0,31.0,0.0
56,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.52,0.0,0.0,0.0,0.0,0.09,0.0,6.0,44.0,0.0
57,0.0,0.27,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,33.0,208.0,1.0
58,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,3.33,1.66,0.0,0.0,0.0,0.0,0.653,0.0,38.0,80.0,1.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.97,0.97,0.0,0.0,11.0,67.0,0.0
60,0.58,0.0,0.58,0.0,0.0,0.29,1.46,0.29,0.87,1.16,1.16,0.0,0.0,0.0,0.0,0.606,0.0,37.0,352.0,1.0
61,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,53.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0
63,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.139,0.0,15.0,49.0,0.0
64,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.02,0.11,0.02,0.0,0.0,0.0,0.44,0.26,0.126,0.0,49.0,2015.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.36,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0
67,0.4,0.1,0.1,0.0,0.2,0.4,0.91,0.2,0.0,1.72,1.72,0.4,0.2,0.0,0.0,0.336,0.16,494.0,1426.0,1.0
68,0.92,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.026000000000000002,0.0,23.0,480.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
70,0.53,0.0,0.0,0.53,0.19,0.26,0.26,0.13,0.26,3.78,3.32,0.39,0.26,0.0,0.0,0.449,0.265,272.0,1575.0,1.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.4,0.0,0.0,3.0,7.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,20.0,68.0,0.0
75,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2.06,0.0,0.0,0.0,0.0,0.0,0.0,19.0,155.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,4.16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0
77,0.22,0.67,0.0,0.67,0.22,0.22,0.45,1.35,0.22,1.57,3.37,0.22,0.67,0.0,0.0,1.599,0.14800000000000002,102.0,564.0,1.0
78,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.424,0.424,25.0,82.0,1.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0
80,1.78,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,4.46,0.89,0.44,0.0,0.0,0.0,0.0,0.0,5.0,37.0,1.0
81,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,77.0,172.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,8.0,60.0,0.0
83,0.95,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.47,0.0,0.0,8.0,98.0,0.0
84,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.93,3.73,0.0,0.0,0.0,0.0,0.536,0.0,23.0,65.0,1.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,2.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0
86,0.18,0.0,0.0,0.37,0.0,0.0,0.0,1.89,0.0,0.18,0.0,0.0,0.0,0.37,0.18,0.0,0.0,10.0,168.0,0.0
87,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.86,0.43,0.0,0.0,15.0,142.0,0.0
88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,13.0,117.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
90,0.96,0.0,0.96,0.0,0.0,0.48,1.44,0.0,0.0,3.36,0.96,0.0,0.0,0.0,0.0,0.149,0.07400000000000001,44.0,150.0,1.0
91,0.61,0.92,0.0,2.45,0.0,0.0,0.0,0.0,0.3,2.76,0.61,0.3,0.61,0.0,0.0,0.207,0.207,30.0,226.0,1.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
94,0.0,0.0,0.0,1.36,0.0,0.68,0.0,0.0,0.0,3.4,1.36,0.68,0.68,0.0,0.0,0.23800000000000002,0.23800000000000002,19.0,96.0,1.0
95,0.22,0.0,0.0,0.0,1.32,0.0,0.66,0.0,1.54,2.87,1.54,0.0,0.22,0.0,0.0,0.659,0.114,65.0,728.0,1.0
96,1.55,0.0,0.0,0.0,0.0,0.0,0.31,0.62,0.0,2.79,0.62,0.0,0.0,0.0,0.0,0.0,0.0,22.0,115.0,1.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0
98,0.0,0.0,1.02,0.0,0.0,0.0,2.04,0.0,2.04,3.06,1.02,0.0,0.0,0.0,0.0,0.0,0.17,4.0,25.0,1.0
99,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,2.14,0.71,0.0,0.71,0.0,0.0,0.899,0.0,36.0,138.0,1.0
100,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.03,0.51,0.0,0.0,6.0,92.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.0,5.0,45.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,0.0,0.0,1.29,0.64,0.0,0.0,15.0,156.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,103.0,0.0
104,0.45,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,94.0,0.0
105,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.39,0.0,0.39,0.0,0.0,0.0,0.0,8.0,42.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
108,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0
109,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.2,0.0,2.75,0.0,0.0,0.0,27.0,575.0,0.0
110,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.6,0.91,0.0,0.0,0.0,0.0,0.0,0.0,28.0,358.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.76,0.0,0.0,17.0,230.0,0.0
112,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.42,1.28,0.0,0.0,0.0,2.14,1.28,0.055999999999999994,0.0,14.0,125.0,0.0
113,0.27,0.27,0.0,1.37,0.27,0.27,0.0,1.37,0.55,1.65,3.03,0.0,0.0,0.0,0.0,1.0290000000000001,0.09300000000000001,63.0,344.0,1.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.506,0.0,6.0,43.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.414,0.0,13.0,46.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,1.075,0.0,3.0,12.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,4.08,0.0,0.0,12.0,122.0,0.0
118,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.3,0.2,0.0,0.0,87.0,1620.0,0.0
119,0.0,0.0,0.0,0.0,1.03,0.14,0.0,0.0,0.14,2.36,0.88,0.0,0.44,0.0,0.0,0.153,0.128,73.0,368.0,1.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.66,0.0,0.0,0.0,3.33,1.66,0.16699999999999998,0.0,10.0,46.0,0.0
121,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.49,0.0,0.0,0.16,235.0,1108.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0
123,1.45,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.134,0.0,14.0,92.0,1.0
124,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.40299999999999997,0.0,42.0,137.0,1.0
125,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0
126,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.0,0.0,0.0,0.0,0.263,0.0,2.0,22.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,3.18,0.0,0.0,0.45,0.0,0.0,0.0,53.0,159.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,1.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,200.0,377.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.55,0.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0
131,0.0,0.0,0.63,0.63,0.63,0.0,1.26,0.0,0.63,1.89,0.0,0.0,0.0,0.0,0.0,0.39799999999999996,0.0,19.0,126.0,1.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.37,0.0,0.37,1.48,0.0,0.135,0.135,4.0,23.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,2.35,0.39,0.125,0.0,13.0,133.0,0.0
136,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,79.0,1.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,1.094,0.0,5.0,40.0,1.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,4.41,0.0,0.0,1.47,0.0,0.0,0.0,0.0,12.0,21.0,1.0
139,0.22,0.0,0.0,0.0,0.44,0.0,0.56,0.0,0.0,1.79,1.12,0.0,0.22,0.0,0.0,0.392,0.17600000000000002,75.0,391.0,1.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,2.77,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,0.0
142,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,2.56,0.85,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,1.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0
144,0.05,0.02,0.0,0.0,0.35,0.0,0.0,0.0,0.02,0.11,0.08,0.0,0.0,0.5,0.53,0.0,0.008,52.0,1617.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.546,0.0,9.0,23.0,1.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,2.32,0.0,0.0,0.0,0.0,0.578,0.0,5.0,34.0,0.0
147,1.14,0.57,2.28,0.0,0.0,0.0,0.0,0.0,0.57,3.42,1.14,0.0,0.0,0.0,0.0,0.48700000000000004,0.0,147.0,373.0,1.0
148,0.61,0.3,0.4,0.1,1.42,0.1,0.1,0.0,1.11,2.23,2.03,0.0,0.3,0.0,0.0,0.976,0.397,56.0,1042.0,1.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,9.0,29.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,53.0,0.0
151,0.0,0.08,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,3.49,0.48,0.0,0.055,21.0,693.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,6.66,0.0,0.0,0.537,0.0,12.0,25.0,1.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0
154,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.31,0.15,0.0,0.0,0.55,0.63,0.0,0.021,42.0,890.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.653,0.0,5.0,10.0,0.0
156,0.26,0.26,0.08,1.04,0.52,0.26,0.86,0.34,0.0,1.82,1.3,0.08,0.34,0.0,0.0,0.358,0.261,54.0,981.0,1.0
157,0.0,0.0,1.05,0.0,0.0,0.0,3.15,0.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.74,0.0,24.0,94.0,1.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
159,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.0,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0.563,0.0,55.0,82.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,1.58,0.0,0.0,0.0,4.0,18.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
163,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,77.0,172.0,0.0
164,0.0,1.36,0.0,0.0,1.36,0.0,1.36,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,1.777,0.222,63.0,107.0,1.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,8.0,26.0,0.0
166,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0
